"country_or_area","year","Total_Consumption","unit","alpha.3"
"Dominica",2002,64.2,"Kilowatt-hours, million","DMA"
"Dominica",1997,61,"Kilowatt-hours, million","DMA"
"Dominica",2009,80.2,"Kilowatt-hours, million","DMA"
"Dominican Republic",2007,12149.99,"Kilowatt-hours, million","DOM"
"Dominican Republic",2014,15188.83,"Kilowatt-hours, million","DOM"
"Dominican Republic",2011,14192.21,"Kilowatt-hours, million","DOM"
"Dominican Republic",2010,13751.9,"Kilowatt-hours, million","DOM"
"Dominican Republic",1999,5289,"Kilowatt-hours, million","DOM"
"Dominican Republic",2012,15084.68,"Kilowatt-hours, million","DOM"
"Dominican Republic",2001,8700,"Kilowatt-hours, million","DOM"
"Dominican Republic",2000,5937,"Kilowatt-hours, million","DOM"
"Dominican Republic",2008,12965.35,"Kilowatt-hours, million","DOM"
"Dominican Republic",1994,4373,"Kilowatt-hours, million","DOM"
"Dominican Republic",2004,12163,"Kilowatt-hours, million","DOM"
"Dominican Republic",1998,5316,"Kilowatt-hours, million","DOM"
"Dominican Republic",2003,11893,"Kilowatt-hours, million","DOM"
"Dominican Republic",1996,4844,"Kilowatt-hours, million","DOM"
"Dominican Republic",2013,15703.71,"Kilowatt-hours, million","DOM"
"Dominican Republic",1995,3694,"Kilowatt-hours, million","DOM"
"Dominican Republic",2006,12173,"Kilowatt-hours, million","DOM"
"Dominican Republic",1997,4924,"Kilowatt-hours, million","DOM"
"Dominican Republic",2009,12823.91,"Kilowatt-hours, million","DOM"
"Dominican Republic",2005,11753,"Kilowatt-hours, million","DOM"
"Dominican Republic",2002,9715,"Kilowatt-hours, million","DOM"
"Ecuador",2010,16792.2,"Kilowatt-hours, million","ECU"
"Ecuador",2012,19492.4,"Kilowatt-hours, million","ECU"
"Ecuador",2007,12199,"Kilowatt-hours, million","ECU"
"Ecuador",1994,6071,"Kilowatt-hours, million","ECU"
"Ecuador",2003,9627,"Kilowatt-hours, million","ECU"
"Ecuador",2014,21491.1,"Kilowatt-hours, million","ECU"
"Ecuador",2001,8082,"Kilowatt-hours, million","ECU"
"Ecuador",2011,18184.7,"Kilowatt-hours, million","ECU"
"Ecuador",1999,7720,"Kilowatt-hours, million","ECU"
"Ecuador",2000,7912,"Kilowatt-hours, million","ECU"
"Ecuador",1998,8194,"Kilowatt-hours, million","ECU"
"Ecuador",2006,11646,"Kilowatt-hours, million","ECU"
"Ecuador",2008,15538,"Kilowatt-hours, million","ECU"
"Ecuador",2002,9039,"Kilowatt-hours, million","ECU"
"Ecuador",1995,6388,"Kilowatt-hours, million","ECU"
"Ecuador",2005,10819,"Kilowatt-hours, million","ECU"
"Ecuador",2004,10005,"Kilowatt-hours, million","ECU"
"Ecuador",1996,7062,"Kilowatt-hours, million","ECU"
"Ecuador",2013,20429.5,"Kilowatt-hours, million","ECU"
"Ecuador",2009,15447.6,"Kilowatt-hours, million","ECU"
"Ecuador",1997,7802,"Kilowatt-hours, million","ECU"
"Egypt",2004,85088,"Kilowatt-hours, million","EGY"
"Egypt",1994,46228,"Kilowatt-hours, million","EGY"
"Egypt",1999,57431,"Kilowatt-hours, million","EGY"
"Egypt",2012,140257,"Kilowatt-hours, million","EGY"
"Egypt",2003,79642,"Kilowatt-hours, million","EGY"
"Egypt",2014,146556,"Kilowatt-hours, million","EGY"
"Egypt",2013,137591,"Kilowatt-hours, million","EGY"
"Egypt",2005,92085,"Kilowatt-hours, million","EGY"
"Egypt",2010,126934,"Kilowatt-hours, million","EGY"
"Egypt",2011,135838,"Kilowatt-hours, million","EGY"
"Egypt",1998,52979,"Kilowatt-hours, million","EGY"
"Egypt",1997,48184,"Kilowatt-hours, million","EGY"
"Egypt",2009,120180,"Kilowatt-hours, million","EGY"
"Egypt",2008,112617,"Kilowatt-hours, million","EGY"
"Egypt",1996,49130,"Kilowatt-hours, million","EGY"
"Egypt",2000,62596,"Kilowatt-hours, million","EGY"
"Egypt",1995,46281,"Kilowatt-hours, million","EGY"
"Egypt",2007,107226,"Kilowatt-hours, million","EGY"
"Egypt",2001,66751,"Kilowatt-hours, million","EGY"
"Egypt",2002,71184,"Kilowatt-hours, million","EGY"
"Egypt",2006,98443,"Kilowatt-hours, million","EGY"
"El Salvador",2010,5024,"Kilowatt-hours, million","SLV"
"El Salvador",2008,4996,"Kilowatt-hours, million","SLV"
"El Salvador",2003,3970,"Kilowatt-hours, million","SLV"
"El Salvador",2011,5169,"Kilowatt-hours, million","SLV"
"El Salvador",2014,5524,"Kilowatt-hours, million","SLV"
"El Salvador",2012,5383,"Kilowatt-hours, million","SLV"
"El Salvador",1999,3495,"Kilowatt-hours, million","SLV"
"El Salvador",2007,5067,"Kilowatt-hours, million","SLV"
"El Salvador",1998,3376,"Kilowatt-hours, million","SLV"
"El Salvador",2005,4338,"Kilowatt-hours, million","SLV"
"El Salvador",1994,2587,"Kilowatt-hours, million","SLV"
"El Salvador",2004,3971,"Kilowatt-hours, million","SLV"
"El Salvador",2013,5647,"Kilowatt-hours, million","SLV"
"El Salvador",1997,3185,"Kilowatt-hours, million","SLV"
"El Salvador",2001,3754,"Kilowatt-hours, million","SLV"
"El Salvador",2000,3686,"Kilowatt-hours, million","SLV"
"El Salvador",2006,4697,"Kilowatt-hours, million","SLV"
"El Salvador",2002,3818,"Kilowatt-hours, million","SLV"
"El Salvador",1995,2816,"Kilowatt-hours, million","SLV"
"El Salvador",2009,4933,"Kilowatt-hours, million","SLV"
"El Salvador",1996,2918,"Kilowatt-hours, million","SLV"
"Equatorial Guinea",1994,33,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2008,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2010,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2011,230,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2012,360,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",1999,36,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2014,360,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",1996,30,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2001,77,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2007,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",1997,25,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2005,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2000,46,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2013,360,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",1998,31,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2003,82,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2004,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2006,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2009,100,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",2002,77,"Kilowatt-hours, million","GNQ"
"Equatorial Guinea",1995,34,"Kilowatt-hours, million","GNQ"
"Eritrea",2008,227,"Kilowatt-hours, million","ERI"
"Eritrea",2010,256,"Kilowatt-hours, million","ERI"
"Eritrea",2005,226,"Kilowatt-hours, million","ERI"
"Eritrea",2004,218,"Kilowatt-hours, million","ERI"
"Eritrea",2002,201,"Kilowatt-hours, million","ERI"
"Eritrea",2014,303,"Kilowatt-hours, million","ERI"
"Eritrea",1999,168,"Kilowatt-hours, million","ERI"
"Eritrea",2012,285,"Kilowatt-hours, million","ERI"
"Eritrea",2003,214,"Kilowatt-hours, million","ERI"
"Eritrea",2007,230,"Kilowatt-hours, million","ERI"
"Eritrea",1994,134,"Kilowatt-hours, million","ERI"
"Eritrea",2001,183,"Kilowatt-hours, million","ERI"
"Eritrea",2013,295,"Kilowatt-hours, million","ERI"
"Eritrea",1998,155,"Kilowatt-hours, million","ERI"
"Eritrea",2011,271,"Kilowatt-hours, million","ERI"
"Eritrea",2006,214,"Kilowatt-hours, million","ERI"
"Eritrea",1995,149,"Kilowatt-hours, million","ERI"
"Eritrea",2009,242,"Kilowatt-hours, million","ERI"
"Eritrea",1996,156,"Kilowatt-hours, million","ERI"
"Eritrea",2000,167,"Kilowatt-hours, million","ERI"
"Eritrea",1997,170,"Kilowatt-hours, million","ERI"
"Estonia",2012,6978,"Kilowatt-hours, million","EST"
"Estonia",1998,5155,"Kilowatt-hours, million","EST"
"Estonia",1994,4786,"Kilowatt-hours, million","EST"
"Estonia",2004,5913,"Kilowatt-hours, million","EST"
"Estonia",2011,6627,"Kilowatt-hours, million","EST"
"Estonia",2010,6908,"Kilowatt-hours, million","EST"
"Estonia",2007,6795,"Kilowatt-hours, million","EST"
"Estonia",1999,4828,"Kilowatt-hours, million","EST"
"Estonia",1996,4879,"Kilowatt-hours, million","EST"
"Estonia",2002,5335,"Kilowatt-hours, million","EST"
"Estonia",2000,5015,"Kilowatt-hours, million","EST"
"Estonia",2003,5596,"Kilowatt-hours, million","EST"
"Estonia",2008,7004,"Kilowatt-hours, million","EST"
"Estonia",2001,5168,"Kilowatt-hours, million","EST"
"Estonia",2014,6906,"Kilowatt-hours, million","EST"
"Estonia",2013,6820,"Kilowatt-hours, million","EST"
"Estonia",1995,4556,"Kilowatt-hours, million","EST"
"Estonia",2006,6490,"Kilowatt-hours, million","EST"
"Estonia",2009,6650,"Kilowatt-hours, million","EST"
"Estonia",1997,5158,"Kilowatt-hours, million","EST"
"Estonia",2005,6040,"Kilowatt-hours, million","EST"
"Ethiopia",1994,1132,"Kilowatt-hours, million","ETH"
"Ethiopia",1998,1366,"Kilowatt-hours, million","ETH"
"Ethiopia",2014,6529,"Kilowatt-hours, million","ETH"
"Ethiopia",2007,2773,"Kilowatt-hours, million","ETH"
"Ethiopia",2004,2051,"Kilowatt-hours, million","ETH"
"Ethiopia",2000,1428,"Kilowatt-hours, million","ETH"
"Ethiopia",2002,1701,"Kilowatt-hours, million","ETH"
"Ethiopia",2011,4370,"Kilowatt-hours, million","ETH"
"Ethiopia",1999,1356,"Kilowatt-hours, million","ETH"
"Ethiopia",2008,3126,"Kilowatt-hours, million","ETH"
"Ethiopia",1996,1268,"Kilowatt-hours, million","ETH"
"Ethiopia",2001,1449,"Kilowatt-hours, million","ETH"
"Ethiopia",1995,1188,"Kilowatt-hours, million","ETH"
"Ethiopia",2006,2567,"Kilowatt-hours, million","ETH"
"Ethiopia",2010,3837,"Kilowatt-hours, million","ETH"
"Ethiopia",2003,1834,"Kilowatt-hours, million","ETH"
"Ethiopia",1997,1453,"Kilowatt-hours, million","ETH"
"Ethiopia",2009,3253,"Kilowatt-hours, million","ETH"
"Ethiopia",2013,6087,"Kilowatt-hours, million","ETH"
"Ethiopia",2005,2334,"Kilowatt-hours, million","ETH"
"Ethiopia",2012,5276,"Kilowatt-hours, million","ETH"
"Faeroe Islands",2011,254.808,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1994,153,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1995,153,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2013,274.534,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2008,258.901,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2002,224,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2010,254.995,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2000,192,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2012,261.386,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2007,256.797,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2001,213,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1998,174,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2006,241,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2003,229,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2014,283.81,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1999,186,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2009,268.803,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2004,227,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1996,153,"Kilowatt-hours, million","FRO"
"Faeroe Islands",1997,168,"Kilowatt-hours, million","FRO"
"Faeroe Islands",2005,229,"Kilowatt-hours, million","FRO"
"Falkland Is. (Malvinas)",2013,17.65,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2007,17.3,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1999,15,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2006,17.11,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2014,17.65,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2002,16.1,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2010,17.55,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2011,17.6,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1995,12,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2009,17.55,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2008,17.5,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1994,11,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2012,17.65,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2001,15.7,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2000,15.2,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1996,12,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2005,16.85,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1997,12,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",1998,15,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2003,16.25,"Kilowatt-hours, million","FLK"
"Falkland Is. (Malvinas)",2004,16.35,"Kilowatt-hours, million","FLK"
"Fiji",1999,619,"Kilowatt-hours, million","FJI"
"Fiji",2013,779.874,"Kilowatt-hours, million","FJI"
"Fiji",2007,766.8,"Kilowatt-hours, million","FJI"
"Fiji",2002,657.8,"Kilowatt-hours, million","FJI"
"Fiji",2010,764.3,"Kilowatt-hours, million","FJI"
"Fiji",2014,782.6,"Kilowatt-hours, million","FJI"
"Fiji",1995,485,"Kilowatt-hours, million","FJI"
"Fiji",1998,558,"Kilowatt-hours, million","FJI"
"Fiji",1994,445,"Kilowatt-hours, million","FJI"
"Fiji",2009,715.3,"Kilowatt-hours, million","FJI"
"Fiji",2011,766.9,"Kilowatt-hours, million","FJI"
"Fiji",1996,522,"Kilowatt-hours, million","FJI"
"Fiji",2001,613.1,"Kilowatt-hours, million","FJI"
"Fiji",2008,769.4,"Kilowatt-hours, million","FJI"
"Fiji",2000,607.6,"Kilowatt-hours, million","FJI"
"Fiji",2003,659.6,"Kilowatt-hours, million","FJI"
"Fiji",2004,701.1,"Kilowatt-hours, million","FJI"
"Fiji",2006,736.4,"Kilowatt-hours, million","FJI"
"Fiji",2012,731.58,"Kilowatt-hours, million","FJI"
"Fiji",1997,543,"Kilowatt-hours, million","FJI"
"Fiji",2005,720.8,"Kilowatt-hours, million","FJI"
"Finland",2007,86068,"Kilowatt-hours, million","FIN"
"Finland",1997,70492,"Kilowatt-hours, million","FIN"
"Finland",2006,86015,"Kilowatt-hours, million","FIN"
"Finland",2002,79669,"Kilowatt-hours, million","FIN"
"Finland",2013,79940,"Kilowatt-hours, million","FIN"
"Finland",2000,75674,"Kilowatt-hours, million","FIN"
"Finland",1999,74262,"Kilowatt-hours, million","FIN"
"Finland",2010,83499,"Kilowatt-hours, million","FIN"
"Finland",1998,72833,"Kilowatt-hours, million","FIN"
"Finland",2004,83102,"Kilowatt-hours, million","FIN"
"Finland",1995,65217,"Kilowatt-hours, million","FIN"
"Finland",2008,82541,"Kilowatt-hours, million","FIN"
"Finland",2003,80850,"Kilowatt-hours, million","FIN"
"Finland",2009,77066,"Kilowatt-hours, million","FIN"
"Finland",1994,65052,"Kilowatt-hours, million","FIN"
"Finland",2005,80736,"Kilowatt-hours, million","FIN"
"Finland",2012,80717,"Kilowatt-hours, million","FIN"
"Finland",2011,80107,"Kilowatt-hours, million","FIN"
"Finland",2014,79137,"Kilowatt-hours, million","FIN"
"Finland",1996,66501,"Kilowatt-hours, million","FIN"
"Finland",2001,77378,"Kilowatt-hours, million","FIN"
"France",1998,367437,"Kilowatt-hours, million","FRA"
"France",1994,337493,"Kilowatt-hours, million","FRA"
"France",1997,355458,"Kilowatt-hours, million","FRA"
"France",2007,426015,"Kilowatt-hours, million","FRA"
"France",2010,444089,"Kilowatt-hours, million","FRA"
"France",2002,393486,"Kilowatt-hours, million","FRA"
"France",2006,426925,"Kilowatt-hours, million","FRA"
"France",2011,417566,"Kilowatt-hours, million","FRA"
"France",2012,434093,"Kilowatt-hours, million","FRA"
"France",1995,342850,"Kilowatt-hours, million","FRA"
"France",2013,440710,"Kilowatt-hours, million","FRA"
"France",2000,384903,"Kilowatt-hours, million","FRA"
"France",2014,415325,"Kilowatt-hours, million","FRA"
"France",2009,417955,"Kilowatt-hours, million","FRA"
"France",1999,374959,"Kilowatt-hours, million","FRA"
"France",2004,420160,"Kilowatt-hours, million","FRA"
"France",1996,355834,"Kilowatt-hours, million","FRA"
"France",2001,395777,"Kilowatt-hours, million","FRA"
"France",2003,408400,"Kilowatt-hours, million","FRA"
"France",2008,432736,"Kilowatt-hours, million","FRA"
"France",2005,422771,"Kilowatt-hours, million","FRA"
"French Guiana",2007,687,"Kilowatt-hours, million","GUF"
"French Guiana",2002,542,"Kilowatt-hours, million","GUF"
"French Guiana",2014,775,"Kilowatt-hours, million","GUF"
"French Guiana",2006,635,"Kilowatt-hours, million","GUF"
"French Guiana",1997,373,"Kilowatt-hours, million","GUF"
"French Guiana",1994,369,"Kilowatt-hours, million","GUF"
"French Guiana",1995,373,"Kilowatt-hours, million","GUF"
"French Guiana",1999,400,"Kilowatt-hours, million","GUF"
"French Guiana",2010,743,"Kilowatt-hours, million","GUF"
"French Guiana",2000,400,"Kilowatt-hours, million","GUF"
"French Guiana",2009,775,"Kilowatt-hours, million","GUF"
"French Guiana",2013,769,"Kilowatt-hours, million","GUF"
"French Guiana",2011,749,"Kilowatt-hours, million","GUF"
"French Guiana",2004,573,"Kilowatt-hours, million","GUF"
"French Guiana",2012,765,"Kilowatt-hours, million","GUF"
"French Guiana",2008,769,"Kilowatt-hours, million","GUF"
"French Guiana",1996,373,"Kilowatt-hours, million","GUF"
"French Guiana",2005,613,"Kilowatt-hours, million","GUF"
"French Guiana",1998,370,"Kilowatt-hours, million","GUF"
"French Guiana",2003,565,"Kilowatt-hours, million","GUF"
"French Guiana",2001,524,"Kilowatt-hours, million","GUF"
"French Polynesia",1994,299,"Kilowatt-hours, million","PYF"
"French Polynesia",1995,309,"Kilowatt-hours, million","PYF"
"French Polynesia",2002,504,"Kilowatt-hours, million","PYF"
"French Polynesia",2013,664.69,"Kilowatt-hours, million","PYF"
"French Polynesia",2007,622,"Kilowatt-hours, million","PYF"
"French Polynesia",2000,389,"Kilowatt-hours, million","PYF"
"French Polynesia",2009,669.757,"Kilowatt-hours, million","PYF"
"French Polynesia",2011,685.414,"Kilowatt-hours, million","PYF"
"French Polynesia",2006,595,"Kilowatt-hours, million","PYF"
"French Polynesia",2010,736,"Kilowatt-hours, million","PYF"
"French Polynesia",2004,543,"Kilowatt-hours, million","PYF"
"French Polynesia",2001,500,"Kilowatt-hours, million","PYF"
"French Polynesia",1997,303,"Kilowatt-hours, million","PYF"
"French Polynesia",1999,320,"Kilowatt-hours, million","PYF"
"French Polynesia",1996,295,"Kilowatt-hours, million","PYF"
"French Polynesia",2012,689.009,"Kilowatt-hours, million","PYF"
"French Polynesia",2003,528,"Kilowatt-hours, million","PYF"
"French Polynesia",2008,649.2,"Kilowatt-hours, million","PYF"
"French Polynesia",1998,334,"Kilowatt-hours, million","PYF"
"French Polynesia",2014,642,"Kilowatt-hours, million","PYF"
"French Polynesia",2005,571,"Kilowatt-hours, million","PYF"
"Gabon",2007,1302,"Kilowatt-hours, million","GAB"
"Gabon",1994,734,"Kilowatt-hours, million","GAB"
"Gabon",1998,987,"Kilowatt-hours, million","GAB"
"Gabon",2013,1842,"Kilowatt-hours, million","GAB"
"Gabon",1995,758,"Kilowatt-hours, million","GAB"
"Gabon",1997,891,"Kilowatt-hours, million","GAB"
"Gabon",2010,1453,"Kilowatt-hours, million","GAB"
"Gabon",2004,1159,"Kilowatt-hours, million","GAB"
"Gabon",2014,2071,"Kilowatt-hours, million","GAB"
"Gabon",2002,1115,"Kilowatt-hours, million","GAB"
"Gabon",1999,997,"Kilowatt-hours, million","GAB"
"Gabon",2006,1252,"Kilowatt-hours, million","GAB"
"Gabon",1996,858,"Kilowatt-hours, million","GAB"
"Gabon",2003,1155,"Kilowatt-hours, million","GAB"
"Gabon",2000,989,"Kilowatt-hours, million","GAB"
"Gabon",2011,1528,"Kilowatt-hours, million","GAB"
"Gabon",2012,1619,"Kilowatt-hours, million","GAB"
"Gabon",2005,1184,"Kilowatt-hours, million","GAB"
"Gabon",2008,1369,"Kilowatt-hours, million","GAB"
"Gabon",2001,1058,"Kilowatt-hours, million","GAB"
"Gabon",2009,1378,"Kilowatt-hours, million","GAB"
"Gambia",1999,71,"Kilowatt-hours, million","GMB"
"Gambia",2010,186.5,"Kilowatt-hours, million","GMB"
"Gambia",1994,52,"Kilowatt-hours, million","GMB"
"Gambia",1998,64,"Kilowatt-hours, million","GMB"
"Gambia",2014,208.5,"Kilowatt-hours, million","GMB"
"Gambia",1997,59,"Kilowatt-hours, million","GMB"
"Gambia",2006,164.5,"Kilowatt-hours, million","GMB"
"Gambia",2002,115.2,"Kilowatt-hours, million","GMB"
"Gambia",2000,66,"Kilowatt-hours, million","GMB"
"Gambia",2007,174,"Kilowatt-hours, million","GMB"
"Gambia",2008,187,"Kilowatt-hours, million","GMB"
"Gambia",2013,208.7,"Kilowatt-hours, million","GMB"
"Gambia",2001,111,"Kilowatt-hours, million","GMB"
"Gambia",1996,55,"Kilowatt-hours, million","GMB"
"Gambia",2011,199.4,"Kilowatt-hours, million","GMB"
"Gambia",2009,187,"Kilowatt-hours, million","GMB"
"Gambia",2012,207.7,"Kilowatt-hours, million","GMB"
"Gambia",2004,146.4,"Kilowatt-hours, million","GMB"
"Gambia",2005,154,"Kilowatt-hours, million","GMB"
"Gambia",2003,130.7,"Kilowatt-hours, million","GMB"
"Gambia",1995,53,"Kilowatt-hours, million","GMB"
"Georgia",1994,9334,"Kilowatt-hours, million","GEO"
"Georgia",1997,5699,"Kilowatt-hours, million","GEO"
"Georgia",1999,6365,"Kilowatt-hours, million","GEO"
"Georgia",1998,6302,"Kilowatt-hours, million","GEO"
"Georgia",2008,5969,"Kilowatt-hours, million","GEO"
"Georgia",2007,5834,"Kilowatt-hours, million","GEO"
"Georgia",2010,7288,"Kilowatt-hours, million","GEO"
"Georgia",2012,8168,"Kilowatt-hours, million","GEO"
"Georgia",2013,9074,"Kilowatt-hours, million","GEO"
"Georgia",2002,5401,"Kilowatt-hours, million","GEO"
"Georgia",2004,5885,"Kilowatt-hours, million","GEO"
"Georgia",1996,5060,"Kilowatt-hours, million","GEO"
"Georgia",2014,9784,"Kilowatt-hours, million","GEO"
"Georgia",2011,8088,"Kilowatt-hours, million","GEO"
"Georgia",2006,5669,"Kilowatt-hours, million","GEO"
"Georgia",2001,5268,"Kilowatt-hours, million","GEO"
"Georgia",2009,5858,"Kilowatt-hours, million","GEO"
"Georgia",1995,6610,"Kilowatt-hours, million","GEO"
"Georgia",2003,5694,"Kilowatt-hours, million","GEO"
"Georgia",2000,6286,"Kilowatt-hours, million","GEO"
"Georgia",2005,6176,"Kilowatt-hours, million","GEO"
"Germany",2007,529356,"Kilowatt-hours, million","DEU"
"Germany",2008,527574,"Kilowatt-hours, million","DEU"
"Germany",2014,512835,"Kilowatt-hours, million","DEU"
"Germany",1999,473481,"Kilowatt-hours, million","DEU"
"Germany",1998,466127,"Kilowatt-hours, million","DEU"
"Germany",2004,521268,"Kilowatt-hours, million","DEU"
"Germany",1997,461727,"Kilowatt-hours, million","DEU"
"Germany",1994,443573,"Kilowatt-hours, million","DEU"
"Germany",2002,508508,"Kilowatt-hours, million","DEU"
"Germany",1996,458358,"Kilowatt-hours, million","DEU"
"Germany",2011,525546,"Kilowatt-hours, million","DEU"
"Germany",2013,523201,"Kilowatt-hours, million","DEU"
"Germany",2010,532424,"Kilowatt-hours, million","DEU"
"Germany",2012,525834,"Kilowatt-hours, million","DEU"
"Germany",2001,495267,"Kilowatt-hours, million","DEU"
"Germany",2000,483453,"Kilowatt-hours, million","DEU"
"Germany",2006,527970,"Kilowatt-hours, million","DEU"
"Germany",2009,497259,"Kilowatt-hours, million","DEU"
"Germany",1995,451209,"Kilowatt-hours, million","DEU"
"Germany",2003,514614,"Kilowatt-hours, million","DEU"
"Germany",2005,522264,"Kilowatt-hours, million","DEU"
"Ghana",1994,3673,"Kilowatt-hours, million","GHA"
"Ghana",1998,3686,"Kilowatt-hours, million","GHA"
"Ghana",1997,5076,"Kilowatt-hours, million","GHA"
"Ghana",2013,9472,"Kilowatt-hours, million","GHA"
"Ghana",1999,4663,"Kilowatt-hours, million","GHA"
"Ghana",2008,6159,"Kilowatt-hours, million","GHA"
"Ghana",1996,4016,"Kilowatt-hours, million","GHA"
"Ghana",2004,4571,"Kilowatt-hours, million","GHA"
"Ghana",2011,7924,"Kilowatt-hours, million","GHA"
"Ghana",2010,6877,"Kilowatt-hours, million","GHA"
"Ghana",2012,8890,"Kilowatt-hours, million","GHA"
"Ghana",2000,6063,"Kilowatt-hours, million","GHA"
"Ghana",2007,5584,"Kilowatt-hours, million","GHA"
"Ghana",2005,5276,"Kilowatt-hours, million","GHA"
"Ghana",1995,3957,"Kilowatt-hours, million","GHA"
"Ghana",2006,6540,"Kilowatt-hours, million","GHA"
"Ghana",2002,6042,"Kilowatt-hours, million","GHA"
"Ghana",2014,9522,"Kilowatt-hours, million","GHA"
"Ghana",2001,6802,"Kilowatt-hours, million","GHA"
"Ghana",2009,6224,"Kilowatt-hours, million","GHA"
"Ghana",2003,4593,"Kilowatt-hours, million","GHA"
"Gibraltar",2002,122,"Kilowatt-hours, million","GIB"
"Gibraltar",1994,101,"Kilowatt-hours, million","GIB"
"Gibraltar",1998,110,"Kilowatt-hours, million","GIB"
"Gibraltar",2013,179,"Kilowatt-hours, million","GIB"
"Gibraltar",1999,114,"Kilowatt-hours, million","GIB"
"Gibraltar",2004,129,"Kilowatt-hours, million","GIB"
"Gibraltar",1996,105,"Kilowatt-hours, million","GIB"
"Gibraltar",2009,171,"Kilowatt-hours, million","GIB"
"Gibraltar",2000,118,"Kilowatt-hours, million","GIB"
"Gibraltar",2012,167,"Kilowatt-hours, million","GIB"
"Gibraltar",1997,106,"Kilowatt-hours, million","GIB"
"Gibraltar",2010,168,"Kilowatt-hours, million","GIB"
"Gibraltar",2003,127,"Kilowatt-hours, million","GIB"
"Gibraltar",2008,158,"Kilowatt-hours, million","GIB"
"Gibraltar",2007,147,"Kilowatt-hours, million","GIB"
"Gibraltar",2014,188,"Kilowatt-hours, million","GIB"
"Gibraltar",2006,143,"Kilowatt-hours, million","GIB"
"Gibraltar",2005,138,"Kilowatt-hours, million","GIB"
"Gibraltar",2011,163,"Kilowatt-hours, million","GIB"
"Gibraltar",2001,119,"Kilowatt-hours, million","GIB"
"Gibraltar",1995,103,"Kilowatt-hours, million","GIB"
"Greece",2013,48791,"Kilowatt-hours, million","GRC"
"Greece",2010,53120,"Kilowatt-hours, million","GRC"
"Greece",1998,39312,"Kilowatt-hours, million","GRC"
"Greece",2004,49738,"Kilowatt-hours, million","GRC"
"Greece",2002,46599,"Kilowatt-hours, million","GRC"
